waypoint_index,elapsed_seconds,delta_seconds,speed_kmh,x,y,z
1131,54.149999999999004,0.04999999999999716,227.0983612060547,337.78118896484375,439.3000183105469,0.0
1132,54.199999999999,0.04999999999999716,227.4569274902344,336.33929443359375,437.91400146484375,0.0
1133,54.249999999999,0.04999999999999716,227.81465606689454,334.8976135253906,436.5278015136719,0.0
1134,54.249999999999,0.04999999999999716,227.81465606689454,333.4559326171875,435.1416015625,0.0
1135,54.299999999998995,0.04999999999999716,228.17156066894532,332.0142517089844,433.7554016113281,0.0
1136,54.299999999998995,0.04999999999999716,228.17156066894532,330.57257080078125,432.36920166015625,0.0
1137,54.34999999999899,0.04999999999999716,228.52765502929688,329.1308898925781,430.9830017089844,0.0
1138,54.39999999999899,0.04999999999999716,228.88293914794923,327.689208984375,429.5968017578125,0.0
1139,54.39999999999899,0.04999999999999716,228.88293914794923,326.2475280761719,428.2106018066406,0.0
1140,54.44999999999899,0.04999999999999716,229.2374267578125,324.80584716796875,426.82440185546875,0.0
1141,54.499999999998984,0.04999999999999716,229.59110412597656,323.3641662597656,425.4382019042969,0.0
1142,54.499999999998984,0.04999999999999716,229.59110412597656,321.9224853515625,424.052001953125,0.0
1143,54.54999999999898,0.04999999999999716,229.94399871826172,320.4808044433594,422.6658020019531,0.0
1144,54.54999999999898,0.04999999999999716,229.94399871826172,319.03912353515625,421.27960205078125,0.0
1145,54.59999999999898,0.04999999999999716,230.29606933593752,317.5974426269531,419.89337158203125,0.0
1146,54.649999999998975,0.04999999999999716,230.647412109375,316.15576171875,418.5071716308594,0.0
1147,54.649999999998975,0.04999999999999716,230.647412109375,314.7140808105469,417.1209716796875,0.0
1148,54.69999999999897,0.04999999999999716,230.9979034423828,313.27239990234375,415.7347717285156,0.0
1149,54.74999999999897,0.04999999999999716,231.34757080078126,311.8307189941406,414.34857177734375,0.0
1150,54.74999999999897,0.04999999999999716,231.34757080078126,310.3890380859375,412.9623718261719,0.0
1151,54.79999999999897,0.04999999999999716,231.69644165039062,308.9473571777344,411.576171875,0.0
1152,54.79999999999897,0.04999999999999716,231.69644165039062,307.50567626953125,410.1899719238281,0.0
1153,54.849999999998964,0.04999999999999716,232.04451599121094,306.0639953613281,408.80377197265625,0.0
1154,54.89999999999896,0.04999999999999716,232.39184875488283,304.622314453125,407.4175720214844,0.0
1155,54.89999999999896,0.04999999999999716,232.39184875488283,303.1806335449219,406.0313720703125,0.0
1156,54.94999999999896,0.04999999999999716,232.73841247558593,301.73895263671875,404.6451416015625,0.0
1157,54.999999999998956,0.04999999999999716,233.0841796875,300.2972717285156,403.25897216796875,0.0
1158,54.999999999998956,0.04999999999999716,233.0841796875,298.8555908203125,401.87274169921875,0.0
1159,55.04999999999895,0.04999999999999716,233.429150390625,297.4139099121094,400.4865417480469,0.0
1160,55.04999999999895,0.04999999999999716,233.429150390625,295.97222900390625,399.100341796875,0.0
1161,55.09999999999895,0.04999999999999716,233.77332458496093,294.5305480957031,397.7141418457031,0.0
1162,55.14999999999895,0.04999999999999716,234.11672973632812,293.0888671875,396.32794189453125,0.0
1163,55.14999999999895,0.04999999999999716,234.11672973632812,291.6471862792969,394.9417419433594,0.0
1164,55.199999999998944,0.04999999999999716,234.45936584472656,290.20550537109375,393.5555419921875,0.0
1165,55.24999999999894,0.04999999999999716,234.80120544433595,288.7638244628906,392.1693420410156,0.0
1166,55.24999999999894,0.04999999999999716,234.80120544433595,287.3221435546875,390.78314208984375,0.0
1167,55.29999999999894,0.04999999999999716,235.14230346679688,285.8804626464844,389.3969421386719,0.0
1168,55.29999999999894,0.04999999999999716,235.14230346679688,284.43878173828125,388.0107421875,0.0
1169,55.349999999998936,0.04999999999999716,235.48255004882813,282.99713134765625,386.62451171875,0.0
1170,55.39999999999893,0.04999999999999716,235.82208251953125,281.555419921875,385.2383117675781,0.0
1171,55.39999999999893,0.04999999999999716,235.82208251953125,280.11376953125,383.85211181640625,0.0
1172,55.44999999999893,0.04999999999999716,236.16081848144532,278.67205810546875,382.4659118652344,0.0
1173,55.44999999999893,0.04999999999999716,236.16081848144532,277.23040771484375,381.0797119140625,0.0
1174,55.49999999999893,0.04999999999999716,236.49878540039063,275.7886962890625,379.6935119628906,0.0
1175,55.549999999998924,0.04999999999999716,236.8359832763672,274.3470458984375,378.30731201171875,0.0
